Category & Name of the Shareholders,No. of shareholder,No. of fully paid up equity shares held,Total no. shares held,"Shareholding % calculated as per SCRR, 1957 As a % of (A+B+C2)",No. of Voting Rights,Total as a % of Total Voting right,No. of equity shares held in dematerialized form(Not Applicable),Script,ScriptCode,marketCap,No. of Shares Underlying Outstanding convertible securities (including Warrants),"Total shareholding , as a % assuming full conversion of convertible securities ( as a percentage of diluted share capital)",No.(a),As a % of total Shares held(b),Partly paid-up equity shares held,Total as a % of (A+B+C),Amount Invested (in Cr),Total Investment by Shareholder
RADHIKA GARG,1,400000,400000.0,4.59,400000.0,4.59,400000.0,SIIL,540132,8.78,,,,,,,0.4030019999999999,0.4030019999999999
HIMMAT VINODCHANDRA BHATT,1,150000,150000.0,1.39,150000.0,1.39,150000.0,KRISHNA,504392,28.99,,,,,,,0.4029609999999999,0.4029609999999999
KALPANA JALAN,1,121819,121819.0,2.29,121819.0,2.29,121819.0,UNITDCR,531091,17.58,,,,,,,0.4025819999999999,0.4025819999999999
MANAN PAVANKUMAR TRIVEDI,1,75695,75695.0,1.26,75695.0,1.26,75695.0,MTPL,540254,31.94,,1.26,,,,,0.402444,0.402444
VENUGOPAL INANI,1,158909,158909.0,3.49,158909.0,3.49,158909.0,INANISEC,531672,11.53,,,,,,,0.402397,0.402397
LAKSHMI NARASIMHA RAJU KALIDHINDI,1,245600,245600.0,1.66,245600.0,1.66,245600.0,SAMSRITA,539267,24.23,,,,,,,0.402218,0.402218
Khushi Bhaveshbhai Shah,1,191002,191002.0,1.4,191002.0,1.4,191002.0,MERCTRD,512415,28.71,,,,,,,0.4019399999999999,0.4019399999999999
RAKESH SATYA NARAYAN RATHI,1,26702,26702.0,1.39,26702.0,1.39,26702.0,KAPILCO,512036,28.91,,,,0.0,,,0.4018489999999999,0.4018489999999999
KUMARA CHALAPATHI THUMMALAPALLI,1,512410,512410.0,1.64,512410.0,1.64,512410.0,MUDUNURU,538743,24.49,,1.26,,0.0,,,0.4016359999999999,0.4016359999999999
Shashank Pravinchandra Doshi,1,0,782378.0,4.0,195595.0,1.58,782378.0,SPAR,531370,10.0,,,,,782378.0,,0.4,0.4
Hetal Shashank Doshi,1,0,782378.0,4.0,195595.0,1.58,782378.0,SPAR,531370,10.0,,,,,782378.0,,0.4,0.4
VIJAYALAKSHMI R,1,972605,972605.0,2.35,972605.0,2.35,972605.0,PEIL,533100,16.99,,,,,,,0.399265,0.399265
TWISHAL NIMISH AJMERA,1,270705,270705.0,6.54,270705.0,6.54,270705.0,SPSL,533110,6.1,,,,,,,0.3989399999999999,0.3989399999999999
Manojbhai Jayantibhai Patel,1,485123,485123.0,3.11,485123.0,3.11,485123.0,JAGJANANI,532825,12.82,,,,,,,0.398702,0.398702
Manju Kunal Doshi,1,89179,89179.0,1.63,89179.0,1.63,89179.0,RISHDIGA,531539,24.41,,,,,,,0.397883,0.397883
BHANUMATIBEN MAHENDRABHAI BHAYANI,1,52000,52000.0,1.65,52000.0,1.65,52000.0,SCARNOSE,543537,24.11,,,,0.0,,,0.397815,0.397815
JOSE VARKEY NADUTHOTTAM,1,85659,85659.0,2.53,85659.0,2.53,85659.0,BHARAT,511501,15.72,,,,,,,0.397716,0.397716
KANTA CHOWDHARY,1,189810,189810.0,1.0,189810.0,1.0,189810.0,TECILCHEM,506680,39.73,,,,,,,0.3973,0.3973
ARUN CHAWLA,1,1202800,1202800.0,1.2,1202800.0,1.2,1202800.0,SULABEN,508969,33.06,,,,,,,0.39672,0.39672
SUNIL KUMAR TRIVEDI,1,106235,106235.0,1.33,106235.0,1.33,106235.0,SAMYAKINT,530025,29.76,,,,0.0,,,0.395808,0.395808
Deepak Kapoor,1,191600,191600.0,4.67,191600.0,4.67,191600.0,ZDHJERK,531043,8.47,,,,,,,0.395549,0.395549
DEEPAK MEHERCHAND MEHRA,1,1440592,1440592.0,1.94,1440592.0,1.94,1440592.0,PRAGBOS,500192,20.38,,,,,,,0.395372,0.395372
AMBRISH AGARWAL,1,5500000,5500000.0,1.25,5500000.0,1.25,5500000.0,PRISMX,501314,31.61,,,,,,,0.395125,0.395125
RAJUL MODI,1,5500000,5500000.0,1.5,5500000.0,1.5,5500000.0,GREENCREST,531737,26.32,,,,,,,0.3948,0.3948
SONIA MODI,1,5500000,5500000.0,1.5,5500000.0,1.5,5500000.0,GREENCREST,531737,26.32,,,,,,,0.3948,0.3948
VICKY MODI,1,5500000,5500000.0,1.5,5500000.0,1.5,5500000.0,GREENCREST,531737,26.32,,,,,,,0.3948,0.3948
SUDHIR HARILAL KALE,1,35000,35000.0,2.33,35000.0,2.33,,CHEMOPH,506365,16.93,,,,,,,0.394469,0.394469
GOSALIA NIMIT P,1,90000,90000.0,2.41,90000.0,2.41,90000.0,PARMAX,540359,16.36,,,,,,,0.3942759999999999,0.3942759999999999
Gopisetty Ravi Chandra,1,85645,85645.0,1.2,85645.0,1.2,85645.0,SRMCL,521178,32.85,,,,,,,0.3942,0.3942
Sunil Khandelwal,1,208384,208384.0,3.92,208384.0,3.92,208384.0,GKCONS,531758,10.04,,,,0.0,,,0.393568,0.393568
Heli Ankit Patel,1,374129,374129.0,5.75,374129.0,5.75,374129.0,PROMACT,526494,6.84,,,,,,,0.3933,0.3933
Sahil Bipin Mehta,1,1584284,1584284.0,1.58,1584284.0,1.58,1584284.0,MMLF,535910,24.89,,,,,,,0.393262,0.393262
ASHOKKUMAR HARIBHAI GAJERA,1,1108882,1108882.0,1.08,1108882.0,1.08,1108882.0,NIVAKA,542206,36.35,,,,,,,0.39258,0.39258
KARAN ASHISHKUMAR TERAIYA,1,218376,218376.0,1.93,218376.0,1.93,218376.0,SIELFNS,532217,20.32,,,,0.0,,,0.3921759999999999,0.3921759999999999
Manoj Vasantlal Mehta,1,230500,230500.0,3.0,230500.0,3.0,230500.0,ORGCOAT,531157,13.07,,,,,,,0.3921,0.3921
NAVIN KUMAR,1,633135,633135.0,1.89,633135.0,1.89,633135.0,REGENTRP,512624,20.68,,,,,,,0.390852,0.390852
DINESH SEETHA,1,200000,200000.0,3.69,200000.0,3.69,,PADALPO,531779,10.56,,,,,,,0.389664,0.389664
Dinesh Ishwarlal Vaghani,1,429720,429720.0,3.44,429720.0,3.44,9720.0,MPL,526143,11.32,,,,,,,0.389408,0.389408
DUVVURU JALANDHAR REDDY,1,100000,100000.0,1.0,100000.0,1.0,,MEDINOV,526301,38.93,,,,,,,0.3893,0.3893
MUDDU KRISHNA REDDY ODURU,1,100000,100000.0,1.0,100000.0,1.0,,MEDINOV,526301,38.93,,,,,,,0.3893,0.3893
ANSHUL GARG,1,80000,80000.0,2.29,80000.0,2.29,80000.0,DFL,539190,16.98,,,,,,,0.388842,0.388842
BIMAL JITENDRA DESAI,1,5400000,5400000.0,1.23,5400000.0,1.23,5400000.0,PRISMX,501314,31.61,,,,,,,0.388803,0.388803
RASHMI LOHIA,1,2300000,2300000.0,1.15,2300000.0,1.15,2300000.0,GARMNTMNTR,539216,33.73,,,,,,,0.3878949999999999,0.3878949999999999
VAIBHAV SUNIL KAPUR,1,107819,107819.0,1.08,107819.0,1.08,107819.0,POLYSPIN,539354,35.9,,,,,,,0.38772,0.38772
SIDDHARTH NAVINBHAI SHAH,1,125000,125000.0,1.14,125000.0,1.14,125000.0,HILLTONE,544308,34.01,,,125000.0,100.0,,,0.3877139999999999,0.3877139999999999
RAJESH PRAVIN DHRUV,1,226000,226000.0,3.08,226000.0,3.08,226000.0,SKIEL,542728,12.57,,,,,,,0.387156,0.387156
Khushboo Himanshu Gandhi,1,75000,75000.0,1.61,75000.0,1.61,75000.0,ROSEMER,512115,24.04,,1.28,,0.0,,,0.387044,0.387044
PRAVEEN ARORA,1,540000,540000.0,1.03,540000.0,1.03,540000.0,VAMA,512175,37.57,,,,,,,0.386971,0.386971
Sangeeta Chhelbihari Maheshwari,1,226600,226600.0,3.85,226600.0,3.85,226600.0,TULASEEBIOE,524514,10.05,,,,,,,0.386925,0.386925
NATARAJ V ANGADI,1,133606,133606.0,2.92,133606.0,2.92,133606.0,RAJPACK,530111,13.25,,,,,,,0.3869,0.3869
MUNINDER RAJA ARRAM,1,133333,133333.0,3.36,133333.0,3.36,133333.0,SKILVEN,538919,11.5,,,,,,,0.3863999999999999,0.3863999999999999
AJAYKUMAR B SAHOO,1,296496,296496.0,1.83,296496.0,1.83,296496.0,HOTLSILV,532145,21.11,,,,,,,0.386313,0.386313
Mohit Jain,1,3681242,3681242.0,3.87,3681242.0,3.87,3681242.0,ISFL,526859,9.98,,,,,,,0.386226,0.386226
VIJAYA LAXMI ALLADI,1,115000,115000.0,1.45,115000.0,1.45,115000.0,INFRONICS,537985,26.56,,,,,,,0.3851199999999999,0.3851199999999999
PHANI KISHORE TALLURI,1,52124,52124.0,1.03,52124.0,1.03,52124.0,GKB,533212,37.39,,,,,,,0.385117,0.385117
BHASAKARRAI KANYALAL BHATT,1,120945,120945.0,1.86,120945.0,1.86,120945.0,ZENLABS,530697,20.7,,,,,,,0.38502,0.38502
VIRENDRA MISTRY,1,295500,295500.0,1.82,295500.0,1.82,295500.0,HOTLSILV,532145,21.11,,,,,,,0.384202,0.384202
SAPNA GUPTA,1,368000,368000.0,1.88,368000.0,1.88,368000.0,NEIL,539016,20.41,,,,,,,0.3837079999999999,0.3837079999999999
RUCHI AGARWAL,1,368000,368000.0,1.88,368000.0,1.88,368000.0,NEIL,539016,20.41,,,,,,,0.3837079999999999,0.3837079999999999
SANDHYA AGARWAL,1,368000,368000.0,1.88,368000.0,1.88,368000.0,NEIL,539016,20.41,,,,,,,0.3837079999999999,0.3837079999999999
GHANSHYAM DHANANJAY GAVALI,1,1078004,1078004.0,1.07,1078004.0,1.07,1078004.0,ASHNI,541702,35.86,,,,,,,0.383702,0.383702
VINODCHANDRA MULJIBHAI SHAH,1,88100,88100.0,1.64,88100.0,1.64,88100.0,MADHUDIN,515059,23.38,,,,,,,0.3834319999999999,0.3834319999999999
RINKUBEN MAHENDRABHAI BHAYANI,1,50000,50000.0,1.59,50000.0,1.59,50000.0,SCARNOSE,543537,24.11,,,,0.0,,,0.383349,0.383349
SWEETYBEN MAHENDRABHAI BHAYANI,1,50000,50000.0,1.59,50000.0,1.59,50000.0,SCARNOSE,543537,24.11,,,,0.0,,,0.383349,0.383349
JAYNAM DILIPKUMAR SHAH,1,45449,45449.0,1.47,45449.0,1.47,45449.0,ACEMEN,539661,26.03,,,,,,,0.382641,0.382641
RAJIV NARENKUMAR PUNATER,1,988000,988000.0,1.19,988000.0,1.26,988000.0,EPUJA,532092,32.13,,1.12,,,,,0.382347,0.382347
SHRIRANG PANDURANG JADHAV,1,293328,293328.0,1.81,293328.0,1.81,293328.0,HOTLSILV,532145,21.11,,,,,,,0.382091,0.382091
SIDDA REDDY VANTERU,1,220924,220924.0,1.71,220924.0,1.71,220924.0,SSPDL,530821,22.3,,,,,,,0.38133,0.38133
ROOPCHAND MANIKCHAND DUGAR,1,66890,66890.0,1.35,66890.0,1.35,66890.0,INLANPR,530787,28.23,,,,,,,0.381105,0.381105
JIGNA PRATIK ZAVERI,1,263100,263100.0,1.02,263100.0,1.02,,NATURAL,543207,37.31,,,,0.0,,,0.380562,0.380562
Minal Mukhija,1,201500,201500.0,6.29,201500.0,6.29,201500.0,NUTECGLOB,531304,6.05,,,,,,,0.3805449999999999,0.3805449999999999
MOTI LAL BHASIN,1,850000,850000.0,2.39,850000.0,2.39,850000.0,ICSL,539149,15.91,,,,,,,0.380249,0.380249
Rushabh Milanbhai Meghani,1,621133,621133.0,1.04,621133.0,1.04,621133.0,SRUSTEELS,540914,36.56,,,,,,,0.380224,0.380224
Mehta Chirag Ashok,1,107000,107000.0,1.26,107000.0,1.26,107000.0,AXELPOLY,513642,30.17,,,,,,,0.380142,0.380142
DILIPBHAI OMPRAKASH AGRAWAL,1,1339000,1339000.0,4.06,1339000.0,4.06,1339000.0,UTLINDS,500426,9.36,,,,,,,0.3800159999999999,0.3800159999999999
LAKSHMI SUNDARI KANKATALA,1,483996,483996.0,1.55,483996.0,1.55,483996.0,MUDUNURU,538743,24.49,,1.19,,0.0,,,0.3795949999999999,0.3795949999999999
NEELESH SURANA,1,54700,54700.0,1.24,54700.0,1.24,,HINDUST,519574,30.56,,,,,,,0.3789439999999999,0.3789439999999999
PRABHU LAL MEENA,1,673150,673150.0,3.37,673150.0,3.37,673150.0,ELEFLOR,526473,11.24,,,,,,,0.378788,0.378788
PANKTI CHETAN BHANSALI,1,25000,25000.0,1.31,25000.0,1.31,25000.0,KAPILCO,512036,28.91,,,,0.0,,,0.378721,0.378721
PAVAN MADANLAL MALPANI,1,25000,25000.0,1.31,25000.0,1.31,,KAPILCO,512036,28.91,,,,0.0,,,0.378721,0.378721
SONAL AMRIT GANDHI,1,500786,500786.0,4.42,500786.0,4.42,500786.0,SUPERTEX,526133,8.55,,,,,,,0.37791,0.37791
SEEMA GANDHI,1,500786,500786.0,4.42,500786.0,4.42,500786.0,SUPERTEX,526133,8.55,,,,,,,0.37791,0.37791
SHRUSHTI AMRIT GANDHI,1,500786,500786.0,4.42,500786.0,4.42,500786.0,SUPERTEX,526133,8.55,,,,,,,0.37791,0.37791
Vinay Premnarayan Maheshwari,1,168000,168000.0,2.3,168000.0,2.3,168000.0,DRL,531553,16.43,,,,,,,0.37789,0.37789
SURYANARAYANA RAJU CHINTALAPATI,1,130000,130000.0,3.28,130000.0,3.28,130000.0,SKILVEN,538919,11.5,,,,,,,0.3772,0.3772
N ANIL KUMAR,1,45535,45535.0,1.01,45535.0,1.01,45535.0,ACCEDERE,531533,37.32,,,,,,,0.376932,0.376932
MEERA MANAN TRIVEDI,1,70935,70935.0,1.18,70935.0,1.18,70935.0,MTPL,540254,31.94,,1.18,,,,,0.376892,0.376892
NIRAJ CHANDRA,1,59300,59300.0,2.06,59300.0,2.06,59300.0,SCANPRO,531797,18.29,,,,,,,0.376774,0.376774
Manju Parekh,1,2500000,2500000.0,1.36,2500000.0,1.36,2500000.0,MEP,539126,27.7,,,,,,,0.37672,0.37672
KUNTAL PINKESH UPADHYAY,1,53096,53096.0,1.59,53096.0,1.59,53096.0,HARISH,542682,23.67,,,,,,,0.376353,0.376353
ANAND DEVENDRAKUMAR GUPTA,1,65000,65000.0,1.08,65000.0,1.07,65000.0,POPEES,530565,34.82,,,,,,,0.376056,0.376056
PREETI AGARWAL,1,85502,85502.0,1.42,85502.0,1.42,85502.0,SPCAPIT,530289,26.45,,,,,,,0.37559,0.37559
Pankaj Kantilal Vora,1,150000,150000.0,4.54,150000.0,4.54,150000.0,APIL,523896,8.26,,,,0.0,,,0.375004,0.375004
CAMY VIRAL KHOKHANI,1,46993,880326.0,2.37,46993.0,0.19,880326.0,KCDGROUP,540696,15.81,,,,,833333.0,,0.374697,0.374697
ASHOKKUMAR SABURBHAI CHAVDA,1,556918,556918.0,6.44,556918.0,6.44,556918.0,PURPLE,540159,3.65,,,,,,,0.23506,0.374498
ASHOKKUMAR SABURBHAI CHAVDA,1,215860,215860.0,3.46,215860.0,3.46,215860.0,SHIVA,539593,4.03,,,,,,,0.139438,0.374498
Nina Rani,1,125800,125800.0,1.26,125800.0,1.26,,ROSELABS,531324,29.68,,,,,,,0.373968,0.373968
AKSHAY AGGARWAL,1,100000,100000.0,2.06,100000.0,2.06,100000.0,GUJWIND,541627,4.09,,,,,,,0.084254,0.373749
AKSHAY AGGARWAL,1,182000,182000.0,1.8,182000.0,1.8,182000.0,CHDCHEM,539800,6.27,,,,,,,0.11286,0.373749
AKSHAY AGGARWAL,1,71500,71500.0,1.43,71500.0,1.43,71500.0,SYTIXSE,531432,4.15,,,,,,,0.059345,0.373749
AKSHAY AGGARWAL,1,105000,105000.0,1.32,105000.0,1.33,105000.0,INNOCORP,531929,4.44,,,,,,,0.058608,0.373749
AKSHAY AGGARWAL,1,207500,207500.0,1.22,207500.0,1.22,207500.0,ATHARVENT,530187,4.81,,,,,,,0.0586819999999999,0.373749
DILIP SURANA,1,36307,36307.0,1.21,36307.0,1.21,36307.0,SUNILAGR,530953,30.83,,,,,,,0.3730429999999999,0.3730429999999999
Kishore Kumar Patni,1,567253,567253.0,1.13,567253.0,1.13,567253.0,INFOMEDIA,509069,32.98,,,,,,,0.3726739999999999,0.3726739999999999
JAYSHRI JESRANI,1,215726,215726.0,1.67,215726.0,1.67,215726.0,SSPDL,530821,22.3,,,,,,,0.37241,0.37241
AAYUSH MITTAL,1,137582,137582.0,1.37,137582.0,1.37,137582.0,RAWEDGE,541634,27.16,,,,,,,0.372092,0.372092
RAMESH KUMAR MITTAL,1,100000,100000.0,1.25,100000.0,1.25,,SAMYAKINT,530025,29.76,,,,0.0,,,0.372,0.372
MATHEW KOSAMATTOM CHERIAN .,1,155577,155577.0,2.93,155577.0,2.93,155577.0,NEOINFRA,514332,12.68,,,,,,,0.371524,0.371524
THUNUGUNTLA SRINIVASU,1,11954997,11954997.0,1.5,11954997.0,1.5,11954997.0,SHREESEC,538975,24.74,,,,,,,0.3711,0.3711
SHYAMA GOYAL,1,630025,630025.0,2.21,630025.0,2.21,630025.0,RAMASIGNS,515127,7.42,,,,,,,0.163982,0.370982
SHYAMA GOYAL,1,65214,65214.0,1.0,65214.0,1.0,65214.0,ZENLABS,530697,20.7,,,,,,,0.207,0.370982
JEET H BHARANI,1,149900,149900.0,1.17,149900.0,1.17,149900.0,JMJFIN,538834,31.68,,,,0.0,,,0.3706559999999999,0.3706559999999999
Mister Kapoor Keshri,1,764640,764640.0,1.59,764640.0,1.59,764640.0,DDIL,539559,23.3,,,,,,,0.37047,0.37047
SUNIL KAPOOR,1,1126850,1126850.0,1.12,1126850.0,1.12,1126850.0,SULABEN,508969,33.06,,,,,,,0.3702720000000001,0.3702720000000001
SANDEEP RAMPURSHOTTAM AGARWAL,1,211267,211267.0,2.81,211267.0,2.81,211267.0,GUJINV,531341,13.16,,,,,,,0.369796,0.369796
RAMESH CHANDRA SINGHI,1,127711,127711.0,2.79,127711.0,2.79,127711.0,RAJPACK,530111,13.25,,,,,,,0.369675,0.369675
Chhaya Rakeshbhai Patel,1,105900,105900.0,1.04,105900.0,1.04,105900.0,CAMEXLTD,524440,35.53,,,,,,,0.369512,0.369512
Rupaben Bipinbhai Nathwani,1,605373,605373.0,1.01,605373.0,1.01,605373.0,SRUSTEELS,540914,36.56,,,,,,,0.369256,0.369256
VINAY RUNGTA,1,49201,49201.0,1.25,49201.0,1.25,49201.0,ZENIFIB,514266,29.54,,,,,,,0.36925,0.36925
TRUPTI H GOPANI,1,51103,51103.0,1.04,51103.0,1.04,51103.0,HARLETH,524080,35.5,,,,,,,0.3692,0.3692
KARTHEEK CHALLAKOLUSU,1,110000,110000.0,1.39,110000.0,1.39,110000.0,INFRONICS,537985,26.56,,,,,,,0.3691839999999999,0.3691839999999999
KAMALA SAHA,1,45000,45000.0,1.2,45000.0,1.2,45000.0,RFSL,539435,30.71,,,,,,,0.36852,0.36852
NARENDAR S,1,100000,100000.0,1.41,100000.0,1.41,100000.0,NARPROP,531416,26.12,,,,,,,0.368292,0.368292
PREETI ANIL RAMDASI,1,320127,320127.0,2.3,320127.0,2.3,320127.0,INDRENEW,536709,15.99,,,,,,,0.36777,0.36777
ALKA NEOTIA,1,198650,198650.0,1.66,198650.0,1.66,198650.0,RAGHUTOB,531552,22.08,,,,,,,0.3665279999999999,0.3665279999999999
Indrakumar Kishanchand Motiani,1,338234,338234.0,1.15,338234.0,1.15,338234.0,TGBHOTELS,532845,31.86,,,,,,,0.36639,0.36639
Renu Devi Patni,1,554815,554815.0,1.11,554815.0,1.11,554815.0,INFOMEDIA,509069,32.98,,,,,,,0.3660779999999999,0.3660779999999999
ASHIKA SHAH,1,99598,99598.0,1.4,99598.0,1.4,99598.0,NARPROP,531416,26.12,,,,,,,0.3656799999999999,0.3656799999999999
N M Ethirajan,1,78998,78998.0,1.11,78998.0,1.11,78998.0,SRMCL,521178,32.85,,,,,,,0.364635,0.364635
Urviben Bhavik Kamdar,1,173001,173001.0,1.27,173001.0,1.27,173001.0,MERCTRD,512415,28.71,,,,,,,0.3646169999999999,0.3646169999999999
DINESH YASHWANT GANGURDE,1,218140,218140.0,2.18,218140.0,2.18,218140.0,RFLL,543256,16.7,,,,,,,0.36406,0.36406
MATHEW SAMUEL KALARICKAL,1,53781,53781.0,1.49,53781.0,1.49,23781.0,SHREEPAC,527005,24.43,,,,,,,0.3640069999999999,0.3640069999999999
Ashvin Shantilal Trivedi,1,202500,202500.0,4.04,202500.0,4.04,202500.0,GALLOPENT,531902,9.01,,,,,,,0.364004,0.364004
ARVIND .,1,587629,587629.0,1.76,587629.0,1.76,587629.0,REGENTRP,512624,20.68,,,,,,,0.363968,0.363968
SAPNA KAPOOR,1,1108500,1108500.0,1.1,1108500.0,1.1,1108500.0,SULABEN,508969,33.06,,,,,,,0.36366,0.36366
SANJAY KAPOOR,1,1105159,1105159.0,1.1,1105159.0,1.1,1105159.0,SULABEN,508969,33.06,,,,,,,0.36366,0.36366
NAGA SIROMANI RAVI,1,361434,361434.0,3.44,361434.0,3.44,361434.0,OONE,535657,10.56,,,,,,,0.363264,0.363264
ASHITA BHAVIN PAREKH .,1,504532,504532.0,1.75,504532.0,1.75,504532.0,JMDVL,511092,20.75,,,,,,,0.363125,0.363125
ANIL KHUSHALBHAI DHIMMAR,1,278800,278800.0,1.72,278800.0,1.72,278800.0,HOTLSILV,532145,21.11,,,,,,,0.3630919999999999,0.3630919999999999
JATINKUMAR JAYSWAL,1,132984,132984.0,1.33,132984.0,1.33,132984.0,UMIYA,539798,27.3,,,,0.0,,,0.36309,0.36309
Neha Vijay Sethi,1,553542,553542.0,1.1,553542.0,1.1,553542.0,INFOMEDIA,509069,32.98,,,,,,,0.36278,0.36278
MADHAVI PRADEEP SAVE,1,118054,118054.0,1.73,118054.0,1.73,118054.0,PHRMASI,523620,20.92,,,,,,,0.361916,0.361916
INDIRA SHIVSHANKAR AGARWAL,1,62055,62055.0,1.54,62055.0,1.54,62055.0,INDCTST,532001,23.5,,,,,,,0.3619,0.3619
VEMPARALA SATYA SUNDARI,1,424870,424870.0,4.08,424870.0,4.08,424870.0,FIRSTFIN,532379,8.84,,,,,,,0.360672,0.360672
K L ARORA HUF,1,5000000,5000000.0,1.37,5000000.0,1.37,,GREENCREST,531737,26.32,,,,,,,0.360584,0.360584
Sunil Kumar G Mishra,1,216000,216000.0,2.12,216000.0,2.12,216000.0,CARGOSOL,543621,17.0,,,,0.0,,,0.3604,0.3604
NEERAJ GUPTA,1,1563076,1563076.0,3.12,1563076.0,3.12,1563076.0,MILLENNIUM,511187,11.55,,,,,,,0.36036,0.36036
Yogeshkumar Bhojnagarwala,1,86000,86000.0,1.32,86000.0,1.32,,PRISMFN,531735,27.3,,,,,,,0.36036,0.36036
MAHAK MAHESHWARI,1,1100000,1100000.0,1.09,1100000.0,1.09,1100000.0,SULABEN,508969,33.06,,,,,,,0.360354,0.360354
Neepaben Ashwinbhai Oza,1,50687,50687.0,1.64,50687.0,1.64,50687.0,YAANENT,538521,21.94,,,,,,,0.3598159999999999,0.3598159999999999
MANISH KAMALKISHORE KABRA,1,42000,42000.0,1.04,42000.0,1.04,42000.0,MISQUITA,542801,34.55,,0.89,,0.0,,,0.35932,0.35932
CHANDRAKANT VASUDEO GODBOLE,1,255200,255200.0,2.64,255200.0,2.64,255200.0,RAMAPPR-B,500357,13.61,,,,,,,0.3593039999999999,0.3593039999999999
GLADIS MENEZES,1,62225,62225.0,2.07,62225.0,2.07,62225.0,NMSRESRC,522289,10.05,,,,,,,0.208035,0.358662
GLADIS MENEZES,1,97136,97136.0,1.11,97136.0,1.11,97136.0,EUREKAI,521137,13.57,,,,,,,0.150627,0.358662
NIHARIKA DHARIRA,1,32000,32000.0,1.6,32000.0,1.6,32000.0,BRISK,544101,22.4,,,,0.0,,,0.3584,0.3584
HARPREET SINGH ARORA,1,32000,32000.0,1.6,32000.0,1.6,32000.0,BRISK,544101,22.4,,,,0.0,,,0.3584,0.3584
REMYA .,1,145139,145139.0,1.13,145139.0,1.13,145139.0,JMJFIN,538834,31.68,,,145139.0,100.0,,,0.3579839999999999,0.3579839999999999
NITIN P GOHEL,1,67430,67430.0,1.12,67430.0,1.12,67430.0,MTPL,540254,31.94,,1.12,,,,,0.357728,0.357728
BHAVESH U MANDALIA,1,1704000,1704000.0,1.7,1704000.0,1.7,1700000.0,KARNAVATI,538928,21.0,,,,,,,0.357,0.357
Vishakha Arora,1,139000,139000.0,2.84,139000.0,2.84,139000.0,POLYCON,531397,12.56,,,,,,,0.3567039999999999,0.3567039999999999
GOVIND JOSHI,1,300800,300800.0,2.14,300800.0,2.14,300800.0,GILADAFINS,538788,16.66,,,,,,,0.356524,0.356524
BEEMIDI MADHUSUDHAN REDDY .,1,2346436,2346436.0,5.0,2346436.0,5.0,2346436.0,GOYALASS,530663,7.13,,,,,,,0.3565,0.3565
SMRUTI SUSHILKUMAR SHINDE,1,372158,372158.0,2.84,372158.0,2.84,372158.0,VBIND,539123,12.54,,,,,,,0.3561359999999999,0.3561359999999999
Manubhai Amrutlal Shah,1,0,412000.0,2.11,103000.0,0.83,412000.0,SPAR,531370,10.0,,,,,412000.0,,0.2109999999999999,0.3558939999999999
Manubhai Amrutlal Shah,1,33577,33577.0,1.23,33577.0,1.23,33577.0,GALAGEX,531911,11.78,,,,,,,0.144894,0.3558939999999999
MUKESH AGARWAL,1,138566,138566.0,1.46,138566.0,1.46,138566.0,SBFL,521131,24.34,,,,,,,0.355364,0.355364
Luxmi Kant Gupta,1,147074,147074.0,1.78,147074.0,1.78,147074.0,UNIROYAL,521226,19.95,,,,,,,0.35511,0.35511
JASMINE PRAVIN AJMERA,1,49180,49180.0,1.0,49180.0,1.0,49180.0,HARLETH,524080,35.5,,,,,,,0.355,0.355
MANISHA PRAJAPATI,1,130057,130057.0,1.3,130057.0,1.3,130057.0,UMIYA,539798,27.3,,,,0.0,,,0.3549,0.3549
KANTADEVI SAMDARIA,1,34091,34091.0,1.14,34091.0,1.14,34091.0,MIVENMACH,522036,31.08,,,,,,,0.3543119999999999,0.3543119999999999
Payal Garg,1,3377043,3377043.0,3.55,3377043.0,3.55,3377043.0,ISFL,526859,9.98,,,,,,,0.35429,0.35429
PARESH NANAVATI,1,167800,167800.0,3.05,167800.0,3.05,,SHGANEL,530797,11.61,,,,,,,0.3541049999999999,0.3541049999999999
Apurvkumar Pankajbhai Patel,1,166775,166775.0,1.23,166775.0,1.23,166775.0,MERCTRD,512415,28.71,,,,,,,0.353133,0.353133
K RAMESH REDDY,1,104600,104600.0,1.05,104600.0,1.05,104600.0,CONCORD,538965,33.59,,,,0.0,,,0.352695,0.352695
GAURAV RAJENDRA MALU,1,4908000,4908000.0,1.34,4908000.0,1.34,4908000.0,GREENCREST,531737,26.32,,,,,,,0.352688,0.352688
RINA MUKESH SURANI,1,957111,957111.0,2.08,957111.0,2.08,957111.0,GGL,540936,16.95,,,,,,,0.35256,0.35256
PRAKASA RAO CH,1,161800,161800.0,5.22,161800.0,5.22,61800.0,CITIPOR,531235,6.73,,,,,,,0.351306,0.351306
HOMI FARROK KAKA,1,76578,76578.0,1.64,76578.0,1.64,76578.0,ADORMUL,523120,21.41,,,,,,,0.3511239999999999,0.3511239999999999
MAHABIR PERSHAD,1,1065060,1065060.0,1.06,1065060.0,1.06,1065060.0,SULABEN,508969,33.06,,,,,,,0.350436,0.350436
ANAND L.,1,50000,50000.0,1.64,50000.0,1.64,50000.0,DARJEELING,539770,8.85,,,,0.0,,,0.1451399999999999,0.3503719999999999
ANAND L.,1,114307,114307.0,1.01,114307.0,1.01,114307.0,SIELFNS,532217,20.32,,,,0.0,,,0.205232,0.3503719999999999
